ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,note_indicator.label,note_source.label
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,1997,0,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,1998,6.82,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,1999,2.44,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour | Break in series: Sample redesigned,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2000,0,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2001,2.5,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2002,12.2,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2003,-4.55,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour | Break in series: Sample redesigned,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2004,2.08,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2005,-1.72,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2006,8,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2007,6.67,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2008,2.68,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2009,1.52,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2010,-0.61,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2011,0,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2012,-1.9,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2013,1.45,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2014,-3.62,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,Occupation (ISCO-08): Total,2017,0,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,Occupation (ISCO-08): Total,2018,-17.17,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Bolivia,Gender wage gap by occupation (%),BOL - LFS - Encuesta Continua de Empleo,Occupation (ISCO-08): Total,1997,21.21,Currency: BOL - Bolivian (BOB) | Time unit: Per hour | Break in series: Sample redesigned,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,1992,21.05,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,1993,30.95,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,1999,12.7,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2000,11.11,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2001,19.7,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2002,7.94,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2005,12.66,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2006,26.53,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2007,17.05,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2008,19.27,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2009,9.01,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2011,10.22,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2012,10.81,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2013,12.14,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2014,6.18,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1981,34.21,Currency: BRA - Cruzeiro (BRB) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1982,33.66,Currency: BRA - Cruzeiro (BRB) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1983,35.75,Currency: BRA - Cruzeiro (BRB) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1984,34.04,Currency: BRA - Cruzeiro (BRB) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1985,28.58,Currency: BRA - Cruzeiro (BRB) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1986,34.69,Currency: BRA - Cruzado (BRC) | Time unit: Per hour | Break in series: New or revalued currency,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1987,32.01,Currency: BRA - Cruzado (BRC) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1988,30.88,Currency: BRA - Cruzado (BRC) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1989,33.33,Currency: BRA - New cruzado (BRN) | Time unit: Per hour | Break in series: New or revalued currency,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1990,26.11,Currency: BRA - Cruzeiro (BRE) | Time unit: Per hour | Break in series: New or revalued currency,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1992,15.44,Currency: BRA - Cruzeiro (BRE) | Time unit: Per hour | Break in series: Change in source,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1993,25.62,Currency: BRA - Cruzeiro real (BRR) | Time unit: Per hour | Break in series: New or revalued currency,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1995,24.14,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1996,20.59,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1997,20,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1998,17.14,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1999,17.14,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,2001,17.5,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,2002,14.29,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,2003,16.67,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,2004,17.65,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,2005,14.55,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,2006,14.75,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,2007,14.71,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,2008,15.49,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,2009,14.29,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,2011,18.02,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,2012,16.39,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,2013,16.89,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,2014,15.97,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brunei Darussalam,Gender wage gap by occupation (%),BRN - LFS - Labour force survey,Occupation (ISCO-08): Total,2014,2.74,Currency: BRN - Brunei dollar (BND) | Time unit: Per hour | Working time arrangement coverage: Full-time and part time workers,"Data reference period: October | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population"
Brunei Darussalam,Gender wage gap by occupation (%),BRN - LFS - Labour force survey,Occupation (ISCO-08): Total,2017,0.33,Currency: BRN - Brunei dollar (BND) | Time unit: Per hour | Working time arrangement coverage: Full-time and part time workers,"Data reference period: October | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population"
Chile,Gender wage gap by occupation (%),CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Occupation (ISCO-08): Total,1990,26.45,Currency: CHL - Chilean peso (CLP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Chile,Gender wage gap by occupation (%),CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Occupation (ISCO-08): Total,1992,24.47,Currency: CHL - Chilean peso (CLP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Chile,Gender wage gap by occupation (%),CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Occupation (ISCO-08): Total,1996,17.37,Currency: CHL - Chilean peso (CLP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Chile,Gender wage gap by occupation (%),CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Occupation (ISCO-08): Total,1998,18.75,Currency: CHL - Chilean peso (CLP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Chile,Gender wage gap by occupation (%),CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Occupation (ISCO-08): Total,2000,25.9,Currency: CHL - Chilean peso (CLP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Chile,Gender wage gap by occupation (%),CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Occupation (ISCO-08): Total,2003,20.5,Currency: CHL - Chilean peso (CLP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Chile,Gender wage gap by occupation (%),CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Occupation (ISCO-08): Total,2006,14.41,Currency: CHL - Chilean peso (CLP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Chile,Gender wage gap by occupation (%),CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Occupation (ISCO-08): Total,2009,23.97,Currency: CHL - Chilean peso (CLP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Chile,Gender wage gap by occupation (%),CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Occupation (ISCO-08): Total,2011,16.15,Currency: CHL - Chilean peso (CLP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Chile,Gender wage gap by occupation (%),CHL - HS - Encuesta de Caracterización Socioeconómica Nacional,Occupation (ISCO-08): Total,2013,20.55,Currency: CHL - Chilean peso (CLP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Colombia,Gender wage gap by occupation (%),COL - HS - Encuesta Continua de Hogares,Occupation (ISCO-08): Total,2001,-3.22,Currency: COL - Colombian peso (COP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Colombia,Gender wage gap by occupation (%),COL - HS - Encuesta Continua de Hogares,Occupation (ISCO-08): Total,2002,-17.76,Currency: COL - Colombian peso (COP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Colombia,Gender wage gap by occupation (%),COL - HS - Encuesta Continua de Hogares,Occupation (ISCO-08): Total,2003,-5.46,Currency: COL - Colombian peso (COP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Colombia,Gender wage gap by occupation (%),COL - HS - Encuesta Continua de Hogares,Occupation (ISCO-08): Total,2004,1.73,Currency: COL - Colombian peso (COP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Colombia,Gender wage gap by occupation (%),COL - HS - Encuesta Continua de Hogares,Occupation (ISCO-08): Total,2005,-2.38,Currency: COL - Colombian peso (COP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta Nacional de Hogares,Occupation (ISCO-08): Total,2010,4.52,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta Nacional de Hogares,Occupation (ISCO-08): Total,2011,-1.38,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta Nacional de Hogares,Occupation (ISCO-08): Total,2012,-10.47,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta Nacional de Hogares,Occupation (ISCO-08): Total,2013,6.45,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta Nacional de Hogares,Occupation (ISCO-08): Total,2014,1.28,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,1989,4.55,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,1990,3.13,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,1991,1.23,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,1992,1.03,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,1993,-6.53,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,1994,-0.68,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
